dtg,mac,rssi,ssid,oui
"2015-10-02 13:53:57.922877",68:9c:70:90:75:c4,-79,NYU-ROAM3,Apple
"2015-10-02 13:54:13.385673",0e:0e:1b:20:17:db,-81,<None>,"Admin OUI"
"2015-10-02 13:54:13.982071",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 13:54:14.005742",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 13:54:17.313667",72:cd:0a:9f:76:50,-71,<None>,"Admin OUI"
"2015-10-02 13:54:17.697735",70:ec:e4:58:6c:22,-73,nyu,Unknown
"2015-10-02 13:54:19.483112",70:ec:e4:58:6c:22,-77,nyu,Unknown
"2015-10-02 13:54:24.367530",00:88:65:1b:00:a5,-77,<None>,Apple
"2015-10-02 13:54:41.267726",e8:99:c4:a7:a0:e3,-75,<None>,"HTC Corporation"
"2015-10-02 13:54:41.286853",e8:99:c4:a7:a0:e3,-75,<None>,"HTC Corporation"
"2015-10-02 13:54:55.140872",88:53:95:33:5a:1d,-83,nyu,Apple
"2015-10-02 13:55:04.643791",c2:55:5e:73:41:6b,-71,<None>,"Admin OUI"
"2015-10-02 13:55:04.666387",c2:55:5e:73:41:6b,-71,<None>,"Admin OUI"
"2015-10-02 13:55:07.970642",ac:cf:5c:8b:3f:82,-79,nyu,Apple
"2015-10-02 13:55:08.048541",ac:cf:5c:8b:3f:82,-79,nyu,Apple
"2015-10-02 13:55:09.367870",00:88:65:1b:00:a5,-79,<None>,Apple
"2015-10-02 13:55:12.552882",a0:91:69:d2:4f:02,-81,<None>,Unknown
"2015-10-02 13:55:18.696755",a0:91:69:d2:4f:02,-83,<None>,Unknown
"2015-10-02 13:55:54.365779",00:88:65:1b:00:a5,-79,<None>,Apple
"2015-10-02 13:55:59.811408",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 13:55:59.903886",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 13:56:36.285084",88:53:95:33:5a:1d,-77,nyu,Apple
"2015-10-02 13:56:39.364185",00:88:65:1b:00:a5,-77,<None>,Apple
"2015-10-02 13:56:40.941435",ee:d7:2c:f6:b9:64,-73,<None>,"Admin OUI"
"2015-10-02 13:56:44.839741",fa:5b:7a:a6:82:1c,-75,<None>,"Admin OUI"
"2015-10-02 13:56:44.862717",fa:5b:7a:a6:82:1c,-73,<None>,"Admin OUI"
"2015-10-02 13:56:45.111178",70:ec:e4:58:6c:22,-75,NYU-ROAM3,Unknown
"2015-10-02 13:56:45.514118",70:ec:e4:58:6c:22,-75,NYU-ROAM3,Unknown
"2015-10-02 13:56:46.015986",70:ec:e4:58:6c:22,-73,nyu,Unknown
"2015-10-02 13:56:47.767626",70:ec:e4:58:6c:22,-77,nyu,Unknown
"2015-10-02 13:56:47.790386",70:ec:e4:58:6c:22,-75,nyu,Unknown
"2015-10-02 13:56:52.970706",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 13:56:52.993776",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 13:56:54.531934",58:a2:b5:8b:03:95,-77,<None>,"LG Electronics"
"2015-10-02 13:56:54.567788",58:a2:b5:8b:03:95,-79,<None>,"LG Electronics"
"2015-10-02 13:56:56.991258",a2:70:2d:12:2c:93,-55,<None>,"Admin OUI"
"2015-10-02 13:57:03.368477",f6:b9:c0:21:e5:f9,-83,<None>,"Admin OUI"
"2015-10-02 13:57:04.707514",ce:8b:63:18:16:6c,-79,<None>,"Admin OUI"
"2015-10-02 13:57:05.293810",1a:80:b2:86:5f:53,-77,<None>,"Admin OUI"
"2015-10-02 13:57:05.359679",1a:80:b2:86:5f:53,-79,<None>,"Admin OUI"
"2015-10-02 13:57:31.445878",58:a2:b5:8b:03:95,-81,<None>,"LG Electronics"
"2015-10-02 13:57:45.526284",e8:99:c4:a7:a0:e3,-79,nyu,"HTC Corporation"
"2015-10-02 13:57:48.333979",1e:d2:3e:e6:e1:55,-77,<None>,"Admin OUI"
"2015-10-02 13:57:53.056523",e8:99:c4:a7:a0:e3,-73,<None>,"HTC Corporation"
"2015-10-02 13:58:16.601935",e6:d7:44:62:79:2c,-79,<None>,"Admin OUI"
"2015-10-02 13:58:26.254902",c2:55:5e:73:41:6b,-71,<None>,"Admin OUI"
"2015-10-02 13:58:26.279099",c2:55:5e:73:41:6b,-71,<None>,"Admin OUI"
"2015-10-02 13:58:34.340415",e8:80:2e:9a:9b:59,-83,nyu,Apple
"2015-10-02 13:58:54.304494",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 13:58:54.347041",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 13:59:00.667965",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 13:59:00.710513",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 13:59:05.012900",d0:22:be:0e:ad:db,-83,<None>,"Samsung Electro Mechanics co.,LTD."
"2015-10-02 13:59:17.793430",e8:80:2e:9a:9b:59,-79,nyu,Apple
"2015-10-02 13:59:17.947493",f0:db:e2:69:97:d3,-81,nyu,Apple
"2015-10-02 13:59:21.394462",f0:db:e2:69:97:d3,-83,nyu,Apple
"2015-10-02 13:59:32.597520",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 13:59:32.617982",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 13:59:33.349955",56:30:f0:d3:2c:68,-83,<None>,"Admin OUI"
"2015-10-02 14:00:02.259925",7c:fa:df:e2:bd:b4,-69,nyu,Apple
"2015-10-02 14:00:02.282186",7c:fa:df:e2:bd:b4,-67,nyu,Apple
"2015-10-02 14:00:07.483761",6a:89:86:dd:63:c1,-83,<None>,"Admin OUI"
"2015-10-02 14:00:17.587950",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:00:17.611216",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:00:41.828347",de:94:17:bd:67:5d,-81,<None>,"Admin OUI"
"2015-10-02 14:00:44.265226",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:01:06.884877",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:01:06.912383",c2:55:5e:73:41:6b,-77,<None>,"Admin OUI"
"2015-10-02 14:01:07.264123",d0:22:be:0e:ad:db,-83,<None>,"Samsung Electro Mechanics co.,LTD."
"2015-10-02 14:01:09.164394",ac:cf:5c:8b:3f:82,-81,nyu,Apple
"2015-10-02 14:01:29.322181",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:01:29.377008",34:4d:f7:5b:3a:2f,-77,<None>,"LG Electronics"
"2015-10-02 14:01:32.796760",34:4d:f7:5b:3a:2f,-83,nyu,"LG Electronics"
"2015-10-02 14:01:35.603102",34:4d:f7:5b:3a:2f,-73,<None>,"LG Electronics"
"2015-10-02 14:01:55.043197",34:4d:f7:5b:3a:2f,-83,<None>,"LG Electronics"
"2015-10-02 14:02:08.068851",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:02:08.110297",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:02:12.543560",24:a2:e1:db:15:c4,-79,<None>,"Apple, Inc"
"2015-10-02 14:03:12.213018",a2:54:aa:af:78:c4,-81,<None>,"Admin OUI"
"2015-10-02 14:03:17.632619",a2:54:aa:af:78:c4,-81,<None>,"Admin OUI"
"2015-10-02 14:03:24.345144",6c:94:f8:01:86:56,-81,<None>,Apple
"2015-10-02 14:03:24.387023",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:03:28.839926",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:03:46.435012",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:03:54.809851",0e:f4:43:c2:39:86,-69,<None>,"Admin OUI"
"2015-10-02 14:03:55.893095",86:2b:4f:9f:a3:07,-81,<None>,"Admin OUI"
"2015-10-02 14:03:57.812984",70:ec:e4:58:6c:22,-71,nyu,Unknown
"2015-10-02 14:04:01.450605",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:04:18.770957",aa:85:0e:74:20:2f,-79,<None>,"Admin OUI"
"2015-10-02 14:04:23.484711",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:04:27.765491",88:63:df:8a:4a:4d,-81,<None>,Apple
"2015-10-02 14:04:32.808276",1e:31:85:38:12:b6,-81,<None>,"Admin OUI"
"2015-10-02 14:04:34.892179",24:a2:e1:db:15:c4,-79,<None>,"Apple, Inc"
"2015-10-02 14:04:38.489013",86:2b:4f:9f:a3:07,-81,<None>,"Admin OUI"
"2015-10-02 14:04:44.803271",ac:fd:ec:7d:96:49,-79,<None>,"Apple, Inc"
"2015-10-02 14:04:47.623520",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:04:47.666691",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:04:52.846930",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:04:52.888652",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:04:56.282278",76:d5:ee:78:d7:12,-79,<None>,"Admin OUI"
"2015-10-02 14:05:00.519651",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:05:00.561466",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:05:07.523153",80:22:75:0f:d1:db,-83,<None>,"Beijing Beny Wave Technology Co Ltd"
"2015-10-02 14:05:07.974137",34:4d:f7:5b:3a:2f,-77,<None>,"LG Electronics"
"2015-10-02 14:05:08.015533",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:05:08.623028",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:05:08.689342",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:05:18.097523",e8:80:2e:9a:9b:59,-79,nyu,Apple
"2015-10-02 14:05:50.906263",aa:c6:d2:92:f7:1f,-79,<None>,"Admin OUI"
"2015-10-02 14:05:54.765769",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:05:54.788061",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:05:56.375463",aa:c6:d2:92:f7:1f,-81,<None>,"Admin OUI"
"2015-10-02 14:05:56.978479",a2:70:2d:12:2c:93,-57,<None>,"Admin OUI"
"2015-10-02 14:06:09.082149",56:11:10:29:3d:24,-79,<None>,"Admin OUI"
"2015-10-02 14:06:09.571490",0e:06:f5:a7:d0:c6,-69,<None>,"Admin OUI"
"2015-10-02 14:06:12.936338",56:11:10:29:3d:24,-75,<None>,"Admin OUI"
"2015-10-02 14:06:16.390302",88:53:95:33:5a:1d,-81,nyu,Apple
"2015-10-02 14:06:16.650681",88:53:95:33:5a:1d,-81,nyu,Apple
"2015-10-02 14:06:38.201834",24:a2:e1:db:15:c4,-83,<None>,"Apple, Inc"
"2015-10-02 14:06:39.755540",c2:55:5e:73:41:6b,-77,<None>,"Admin OUI"
"2015-10-02 14:06:52.551881",68:9c:70:90:75:c4,-81,NYU-ROAM3,Apple
"2015-10-02 14:06:52.574638",68:9c:70:90:75:c4,-81,NYU-ROAM3,Apple
"2015-10-02 14:07:11.064427",ac:cf:5c:8b:3f:82,-81,nyu,Apple
"2015-10-02 14:07:21.782006",80:22:75:0f:d1:db,-79,<None>,"Beijing Beny Wave Technology Co Ltd"
"2015-10-02 14:07:21.806002",80:22:75:0f:d1:db,-81,<None>,"Beijing Beny Wave Technology Co Ltd"
"2015-10-02 14:07:24.745817",c2:55:5e:73:41:6b,-77,<None>,"Admin OUI"
"2015-10-02 14:07:24.766334",c2:55:5e:73:41:6b,-77,<None>,"Admin OUI"
"2015-10-02 14:07:43.594654",c2:28:6a:37:63:48,-69,<None>,"Admin OUI"
"2015-10-02 14:08:00.550166",68:9c:70:90:75:c4,-79,NYU-ROAM3,Apple
"2015-10-02 14:08:00.574015",68:9c:70:90:75:c4,-81,NYU-ROAM3,Apple
"2015-10-02 14:08:03.963678",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:08:08.344451",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:08:09.735260",c2:55:5e:73:41:6b,-67,<None>,"Admin OUI"
"2015-10-02 14:08:09.825226",c2:55:5e:73:41:6b,-69,<None>,"Admin OUI"
"2015-10-02 14:08:24.027167",d6:14:8a:c3:0f:e6,-79,<None>,"Admin OUI"
"2015-10-02 14:08:27.747849",14:32:d1:f5:f9:69,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-02 14:08:30.741244",68:9c:70:90:75:c4,-81,NYU-ROAM3,Apple
"2015-10-02 14:08:41.680053",7a:f7:e4:15:4b:a6,-81,<None>,"Admin OUI"
"2015-10-02 14:08:46.903456",24:a2:e1:db:15:c4,-83,<None>,"Apple, Inc"
"2015-10-02 14:09:06.447759",00:80:48:4e:fe:d8,-81,<None>,"COMPEX INCORPORATED"
"2015-10-02 14:09:10.528894",62:4f:b1:42:32:54,-73,<None>,"Admin OUI"
"2015-10-02 14:09:13.626136",34:4d:f7:5b:3a:2f,-77,<None>,"LG Electronics"
"2015-10-02 14:09:14.510260",62:4f:b1:42:32:54,-73,<None>,"Admin OUI"
"2015-10-02 14:09:23.647947",00:80:48:4e:fe:d8,-81,strawberry,"COMPEX INCORPORATED"
"2015-10-02 14:09:29.435612",00:80:48:4e:fe:d8,-83,<None>,"COMPEX INCORPORATED"
"2015-10-02 14:09:42.703718",9e:e5:1b:de:cb:f3,-77,<None>,"Admin OUI"
"2015-10-02 14:09:54.778214",9e:e5:1b:de:cb:f3,-83,<None>,"Admin OUI"
"2015-10-02 14:09:57.492449",0e:c3:ed:84:66:4b,-79,<None>,"Admin OUI"
"2015-10-02 14:09:58.139460",dc:2b:2a:48:ac:5e,-83,nyu,Unknown
"2015-10-02 14:09:58.374586",00:80:48:4e:fe:d8,-83,strawberry,"COMPEX INCORPORATED"
"2015-10-02 14:10:11.968266",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:10:19.800472",18:20:32:4e:3a:0f,-79,potato,Apple
"2015-10-02 14:10:19.822972",18:20:32:4e:3a:0f,-83,RYV7D,Apple
"2015-10-02 14:10:19.845868",18:20:32:4e:3a:0f,-81,Chromecast8967,Apple
"2015-10-02 14:10:19.873408",18:20:32:4e:3a:0f,-81,"Boingo Hotspot",Apple
"2015-10-02 14:10:19.896147",18:20:32:4e:3a:0f,-81,ChinaNet-39Xa,Apple
"2015-10-02 14:10:19.914280",18:20:32:4e:3a:0f,-83,"Suki's Home",Apple
"2015-10-02 14:10:39.177576",d6:34:f2:68:cf:42,-71,<None>,"Admin OUI"
"2015-10-02 14:10:39.539252",70:ec:e4:58:6c:22,-67,nyu,Unknown
"2015-10-02 14:10:45.832593",70:ec:e4:58:6c:22,-71,NYU-ROAM3,Unknown
"2015-10-02 14:10:46.210287",70:ec:e4:58:6c:22,-67,NYU-ROAM3,Unknown
"2015-10-02 14:10:46.573157",6a:68:02:35:fc:e3,-65,<None>,"Admin OUI"
"2015-10-02 14:10:46.933106",70:ec:e4:58:6c:22,-67,nyu,Unknown
"2015-10-02 14:10:48.562326",70:ec:e4:58:6c:22,-67,nyu,Unknown
"2015-10-02 14:10:49.781532",24:a2:e1:db:15:c4,-79,<None>,"Apple, Inc"
"2015-10-02 14:10:54.162221",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:10:57.451071",f2:75:f4:23:ec:6e,-81,<None>,"Admin OUI"
"2015-10-02 14:10:58.405631",24:a2:e1:db:15:c4,-81,<None>,"Apple, Inc"
"2015-10-02 14:11:06.983821",cc:c3:ea:48:49:37,-83,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:07.006684",cc:c3:ea:48:49:37,-79,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:07.025013",cc:c3:ea:48:49:37,-81,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:07.115042",cc:c3:ea:48:49:37,-79,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:11.811880",cc:c3:ea:48:49:37,-81,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:11.869979",cc:c3:ea:48:49:37,-81,<None>,"Motorola Mobility LLC"
"2015-10-02 14:11:22.405272",b8:98:f7:44:9c:05,-85,<None>,"Gionee Communication Equipment Co,Ltd.ShenZhen"
"2015-10-02 14:11:25.173188",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:11:25.196911",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:11:27.763843",ea:77:4a:ba:41:d3,-75,<None>,"Admin OUI"
"2015-10-02 14:11:31.701287",ea:77:4a:ba:41:d3,-75,<None>,"Admin OUI"
"2015-10-02 14:11:35.632881",26:a2:c9:d6:f5:55,-77,<None>,"Admin OUI"
"2015-10-02 14:11:39.329067",26:a2:c9:d6:f5:55,-79,<None>,"Admin OUI"
"2015-10-02 14:12:10.575376",70:ec:e4:58:6c:22,-75,nyu,Unknown
"2015-10-02 14:12:10.638008",70:ec:e4:58:6c:22,-73,nyu,Unknown
"2015-10-02 14:12:23.213680",88:53:95:33:5a:1d,-79,nyu,Apple
"2015-10-02 14:12:38.288912",a6:8a:36:e3:0b:39,-79,<None>,"Admin OUI"
"2015-10-02 14:12:43.947195",34:4d:f7:5b:3a:2f,-79,<None>,"LG Electronics"
"2015-10-02 14:12:43.989681",34:4d:f7:5b:3a:2f,-81,<None>,"LG Electronics"
"2015-10-02 14:12:44.577718",a6:8a:36:e3:0b:39,-77,<None>,"Admin OUI"
"2015-10-02 14:12:50.434533",10:a5:d0:e9:41:24,-81,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-02 14:12:57.372758",a6:8a:36:e3:0b:39,-77,<None>,"Admin OUI"
"2015-10-02 14:13:01.049635",a6:8a:36:e3:0b:39,-79,<None>,"Admin OUI"
"2015-10-02 14:13:08.839252",a6:8a:36:e3:0b:39,-79,<None>,"Admin OUI"
"2015-10-02 14:13:17.075203",b6:d6:36:fe:02:a9,-77,<None>,"Admin OUI"
"2015-10-02 14:13:19.823019",a0:02:dc:2a:8f:4b,-81,<None>,"Amazon Technologies Inc."
"2015-10-02 14:13:20.745079",b6:d6:36:fe:02:a9,-81,<None>,"Admin OUI"
"2015-10-02 14:13:23.858241",56:22:f2:5c:d1:97,-71,<None>,"Admin OUI"
"2015-10-02 14:13:26.546237",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:13:26.566215",c2:55:5e:73:41:6b,-73,<None>,"Admin OUI"
"2015-10-02 14:13:27.786524",56:22:f2:5c:d1:97,-75,<None>,"Admin OUI"
"2015-10-02 14:13:28.532273",b6:d6:36:fe:02:a9,-79,<None>,"Admin OUI"
"2015-10-02 14:13:31.693413",56:22:f2:5c:d1:97,-71,<None>,"Admin OUI"
"2015-10-02 14:13:31.866578",ac:fd:ec:7d:96:49,-83,<None>,"Apple, Inc"
"2015-10-02 14:13:36.945634",d6:bc:0b:4d:d4:a2,-79,<None>,"Admin OUI"
"2015-10-02 14:13:37.912338",a8:86:dd:63:c5:6e,-79,<None>,"Apple, Inc."
"2015-10-02 14:13:37.936287",a8:86:dd:63:c5:6e,-77,<None>,"Apple, Inc."
"2015-10-02 14:13:40.534633",d6:bc:0b:4d:d4:a2,-77,<None>,"Admin OUI"
"2015-10-02 14:13:47.210456",e6:35:70:f7:10:e8,-77,<None>,"Admin OUI"
"2015-10-02 14:13:48.308134",d6:bc:0b:4d:d4:a2,-79,<None>,"Admin OUI"
"2015-10-02 14:13:51.149921",e6:35:70:f7:10:e8,-67,<None>,"Admin OUI"
"2015-10-02 14:13:55.052998",e6:35:70:f7:10:e8,-79,<None>,"Admin OUI"
"2015-10-02 14:13:58.903233",e6:35:70:f7:10:e8,-75,<None>,"Admin OUI"
"2015-10-02 14:14:02.736850",e6:35:70:f7:10:e8,-75,<None>,"Admin OUI"
"2015-10-02 14:14:04.733792",ac:fd:ec:7d:96:49,-75,<None>,"Apple, Inc"
"2015-10-02 14:14:11.556968",c2:55:5e:73:41:6b,-75,<None>,"Admin OUI"
"2015-10-02 14:14:15.373567",2e:ab:22:c6:e0:de,-79,<None>,"Admin OUI"
"2015-10-02 14:14:15.568469",38:48:4c:82:59:1d,-77,nyu,Apple
"2015-10-02 14:14:15.597933",38:48:4c:82:59:1d,-75,nyu,Apple
"2015-10-02 14:14:18.054941",38:48:4c:82:59:1d,-71,nyu,Apple
"2015-10-02 14:14:30.475316",12:88:5e:03:90:a0,-79,<None>,"Admin OUI"
"2015-10-02 14:14:32.820731",38:48:4c:82:59:1d,-61,nyu,Apple
"2015-10-02 14:14:34.177031",12:88:5e:03:90:a0,-77,<None>,"Admin OUI"
"2015-10-02 14:14:45.081625",5e:bf:52:25:24:4e,-81,<None>,"Admin OUI"
"2015-10-02 14:14:45.259963",ea:cb:c1:f1:c3:cc,-83,<None>,"Admin OUI"
"2015-10-02 14:14:45.282526",ea:cb:c1:f1:c3:cc,-81,jsnnbsmsslnd144,"Admin OUI"
"2015-10-02 14:14:48.799908",5e:bf:52:25:24:4e,-79,<None>,"Admin OUI"
"2015-10-02 14:14:52.562346",4a:d7:0c:53:e5:82,-53,<None>,"Admin OUI"
"2015-10-02 14:14:56.452608",a2:9b:42:90:9a:bc,-77,<None>,"Admin OUI"
"2015-10-02 14:15:00.124145",a2:9b:42:90:9a:bc,-81,<None>,"Admin OUI"
"2015-10-02 14:15:00.259322",28:cf:e9:21:33:05,-79,nyu,Apple
"2015-10-02 14:15:00.285807",28:cf:e9:21:33:05,-77,<None>,Apple
"2015-10-02 14:15:03.438868",28:cf:e9:21:33:05,-83,nyu,Apple
"2015-10-02 14:15:03.461685",28:cf:e9:21:33:05,-81,nyu,Apple
"2015-10-02 14:15:12.832378",f2:06:26:b4:53:49,-77,<None>,"Admin OUI"
"2015-10-02 14:15:16.521870",f2:06:26:b4:53:49,-79,<None>,"Admin OUI"
"2015-10-02 14:15:24.060117",e8:80:2e:9a:9b:59,-79,nyu,Apple
"2015-10-02 14:15:24.304319",f2:06:26:b4:53:49,-79,<None>,"Admin OUI"
"2015-10-02 14:15:24.722313",e8:80:2e:9a:9b:59,-79,nyu,Apple
"2015-10-02 14:15:25.551963",d6:e3:a9:c5:41:68,-81,jsnnbsmsslnd144,"Admin OUI"
"2015-10-02 14:15:37.330009",fa:dc:3d:63:b7:9b,-77,<None>,"Admin OUI"
"2015-10-02 14:15:41.102962",fa:dc:3d:63:b7:9b,-79,<None>,"Admin OUI"
"2015-10-02 14:16:10.908077",9e:f9:e9:89:b4:c0,-81,<None>,"Admin OUI"
"2015-10-02 14:16:16.084295",88:53:95:33:5a:1d,-79,nyu,Apple
"2015-10-02 14:16:26.499286",c2:55:5e:73:41:6b,-83,<None>,"Admin OUI"
"2015-10-02 14:16:26.521046",c2:55:5e:73:41:6b,-79,<None>,"Admin OUI"
"2015-10-02 14:16:31.977765",88:53:95:33:5a:1d,-79,nyu,Apple
"2015-10-02 14:17:03.136492",70:ec:e4:58:6c:22,-71,nyu,Unknown
"2015-10-02 14:17:23.283940",d8:55:a3:d6:6d:dc,-81,"UCS Public Internet","zte corporation"
"2015-10-02 14:17:35.156038",ba:47:7b:94:0f:ee,-75,<None>,"Admin OUI"
"2015-10-02 14:18:09.557650",d2:33:d2:fc:0d:17,-81,<None>,"Admin OUI"
"2015-10-02 14:18:17.052329",90:3c:92:b7:76:d9,-83,<None>,Error
"2015-10-02 14:18:21.114100",90:3c:92:b7:76:d9,-85,<None>,Apple
"2015-10-02 14:18:24.799255",e8:80:2e:9a:9b:59,-81,nyu,Apple
"2015-10-02 14:18:37.503578",1a:c3:95:22:0d:c6,-79,<None>,"Admin OUI"
"2015-10-02 14:18:38.517104",c2:55:5e:73:41:6b,-81,<None>,"Admin OUI"
"2015-10-02 14:18:47.591071",06:c5:6d:cb:73:a5,-83,<None>,"Admin OUI"
"2015-10-02 14:18:52.776114",90:3c:92:b7:76:d9,-83,<None>,Apple
"2015-10-02 14:18:59.538455",ac:fd:ec:7d:96:49,-77,<None>,"Apple, Inc"
"2015-10-02 14:19:03.769173",ac:fd:ec:7d:96:49,-75,<None>,"Apple, Inc"
"2015-10-02 14:19:14.482243",ac:cf:5c:8b:3f:82,-77,nyu,Apple
"2015-10-02 14:19:14.512671",ac:cf:5c:8b:3f:82,-81,nyu,Apple
"2015-10-02 14:19:18.835155",42:73:bd:46:af:0f,-61,<None>,"Admin OUI"
"2015-10-02 14:19:20.272238",06:c5:6d:cb:73:a5,-81,<None>,"Admin OUI"
"2015-10-02 14:19:57.591292",68:9c:70:90:75:c4,-81,NYU-ROAM3,Apple
"2015-10-02 14:19:57.613769",68:9c:70:90:75:c4,-79,NYU-ROAM3,Apple
"2015-10-02 14:19:58.124553",68:9c:70:90:75:c4,-77,NYU-ROAM3,Apple
"2015-10-02 14:20:13.505865",06:c5:6d:cb:73:a5,-81,<None>,"Admin OUI"
"2015-10-02 14:20:54.544974",20:d7:5a:00:30:93,-81,<None>,"Posh Mobile Limited"
"2015-10-02 14:21:01.150748",c6:46:b1:f9:b9:57,-77,<None>,"Admin OUI"
"2015-10-02 14:21:03.474143",dc:2b:2a:48:ac:5e,-81,nyu,Unknown
"2015-10-02 14:21:11.412872",dc:2b:2a:48:ac:5e,-79,nyu,Unknown
"2015-10-02 14:21:11.544092",dc:2b:2a:48:ac:5e,-81,nyu,Unknown
"2015-10-02 14:21:33.835176",42:73:bd:46:af:0f,-63,<None>,"Admin OUI"
"2015-10-02 14:21:40.189691",78:fd:94:1e:0a:a8,-79,NYU-ROAM3,Apple
"2015-10-02 14:22:56.463269",ac:cf:5c:8b:3f:82,-79,nyu,Apple
"2015-10-02 14:22:56.486423",ac:cf:5c:8b:3f:82,-77,nyu,Apple
"2015-10-02 14:23:48.833366",42:73:bd:46:af:0f,-61,<None>,"Admin OUI"
"2015-10-02 14:24:07.885050",ee:52:4d:5d:57:f9,-81,<None>,"Admin OUI"
"2015-10-02 14:24:15.071637",e8:92:a4:90:87:74,-79,<None>,Error
"2015-10-02 14:24:29.908277",96:44:21:32:2e:6d,-77,<None>,"Admin OUI"
"2015-10-02 14:24:29.961362",96:44:21:32:2e:6d,-77,jsnnbsmsslnd144,"Admin OUI"
"2015-10-02 14:24:53.157952",70:ec:e4:58:6c:22,-71,nyu,Unknown
"2015-10-02 14:25:04.254333",4e:54:5c:08:18:fa,-81,<None>,"Admin OUI"
"2015-10-02 14:26:09.344997",64:9a:be:b3:5f:d2,-83,<None>,Apple
"2015-10-02 14:26:13.280211",ac:cf:5c:8b:3f:82,-77,nyu,Apple
"2015-10-02 14:26:59.032253",f0:25:b7:fc:17:7f,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-02 14:27:28.362377",a0:91:69:bf:78:68,-81,<None>,Unknown
"2015-10-02 14:28:10.776644",70:ec:e4:58:6c:22,-65,nyu,Unknown
"2015-10-02 14:28:52.328429",6c:f0:49:48:8d:e7,-79,PARAVLM,Error
"2015-10-02 14:28:55.152533",c2:e9:c1:be:7f:21,-61,<None>,"Admin OUI"
