dtg,mac,rssi,ssid,oui,count
"2015-09-18 09:22:30.677598",00:1a:4d:3b:2b:a7,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:31.677484",00:1a:4d:3b:2b:a7,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:42.181562",00:1a:4d:3b:2b:a7,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:42.450744",00:1a:4d:3b:2b:a7,-75,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:42.499400",00:1a:4d:3b:2b:a7,-77,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:43.190576",00:1a:4d:3b:2b:a7,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:45.846751",d0:59:e4:d0:3c:e6,-75,<None>,Error,
"2015-09-18 09:22:49.304722",00:1a:4d:3b:2b:a7,-75,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:49.360637",00:1a:4d:3b:2b:a7,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:49.410504",00:1a:4d:3b:2b:a7,-77,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:50.316975",00:1a:4d:3b:2b:a7,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:50.364863",00:1a:4d:3b:2b:a7,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:52.072159",68:05:71:34:e6:c3,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:22:54.773322",00:1a:4d:3b:2b:a7,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:22:54.832462",00:1a:4d:3b:2b:a7,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:23:00.952986",20:c9:d0:be:98:87,-79,<None>,Apple,
"2015-09-18 09:23:03.422325",00:1a:4d:3b:2b:a7,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:23:03.472228",00:1a:4d:3b:2b:a7,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:23:15.728273",10:41:7f:cc:58:98,-77,<None>,"Apple Inc",
"2015-09-18 09:23:19.403476",fa:d9:38:59:2f:65,-77,<None>,"Admin OUI",
"2015-09-18 09:23:30.457070",c6:73:77:95:9e:af,-71,<None>,"Admin OUI",
"2015-09-18 09:23:50.469445",fc:c2:de:9c:11:f7,-77,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:24:16.475002",10:41:7f:19:dd:8c,-75,<None>,"Apple Inc",
"2015-09-18 09:24:30.067155",88:53:d4:2a:90:8a,-77,<None>,"Huawei Technologies Co., Ltd",
"2015-09-18 09:24:58.012819",e8:92:a4:8f:b1:f8,-75,<None>,"LG Electronics",
"2015-09-18 09:25:12.073703",c0:bd:d1:77:95:c1,-81,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:25:13.212750",e8:92:a4:8f:b1:f8,-77,<None>,"LG Electronics",
"2015-09-18 09:25:13.261864",e8:92:a4:8f:b1:f8,-75,<None>,"LG Electronics",
"2015-09-18 09:25:13.312523",e8:92:a4:8f:b1:f8,-81,<None>,"LG Electronics",
"2015-09-18 09:25:14.651688",7e:e0:f2:f9:00:2a,-79,<None>,"Admin OUI",
"2015-09-18 09:25:27.709542",ec:88:92:26:a0:ad,-77,BlackVan,"Motorola Mobility LLC",
"2015-09-18 09:25:27.761796",ec:88:92:26:a0:ad,-77,"Essex Judiciary Public Wifi","Motorola Mobility LLC",
"2015-09-18 09:25:49.840938",e0:cb:1d:87:20:99,-77,<None>,PRIVATE,
"2015-09-18 09:25:49.896176",e0:cb:1d:87:20:99,-77,<None>,PRIVATE,
"2015-09-18 09:26:09.093605",80:6c:1b:d4:e3:ef,-77,<None>,"Motorola Mobility LLC",
"2015-09-18 09:26:16.547019",5a:27:f9:6b:d2:05,-75,<None>,"Admin OUI",
"2015-09-18 09:26:54.340346",d8:bb:2c:ed:bc:e9,-73,<None>,Apple,
"2015-09-18 09:27:58.874178",38:2c:4a:03:2d:a5,-77,<None>,"ASUSTek COMPUTER INC.",
"2015-09-18 09:27:59.046495",d8:bb:2c:ed:bc:e9,-83,CaptainAmerica,Apple,
"2015-09-18 09:28:01.752272",90:b6:86:53:87:3a,-79,NETGEAR91,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:28:01.864102",90:b6:86:53:87:3a,-77,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:28:16.089401",d8:bb:2c:ed:bc:e9,-79,CaptainAmerica,Apple,
"2015-09-18 09:28:22.215001",e8:50:8b:18:3b:50,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:28:28.635241",0a:53:09:62:85:28,-77,<None>,"Admin OUI",
"2015-09-18 09:28:31.493555",2e:a9:d0:a8:9a:de,-71,<None>,"Admin OUI",
"2015-09-18 09:28:32.741944",74:45:8a:c6:7d:50,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:28:42.448894",90:00:db:cb:62:f7,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:28:42.915110",08:ec:a9:27:53:aa,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:29:10.912458",40:6a:ab:6f:8c:bb,-77,UCS_Public_Access,RIM,
"2015-09-18 09:29:10.963373",40:6a:ab:6f:8c:bb,-73,UCS_Public_Access,RIM,
"2015-09-18 09:29:11.016796",40:6a:ab:6f:8c:bb,-75,UCS_Public_Access,RIM,
"2015-09-18 09:29:20.829395",0e:1d:fc:97:88:0d,-77,<None>,"Admin OUI",
"2015-09-18 09:29:23.231063",62:33:2f:8c:a1:69,-71,<None>,"Admin OUI",
"2015-09-18 09:29:39.770525",70:3e:ac:0e:c8:92,-73,<None>,Apple,
"2015-09-18 09:29:42.426930",e8:92:a4:8f:b1:f8,-73,<None>,"LG Electronics",
"2015-09-18 09:29:42.479384",e8:92:a4:8f:b1:f8,-75,<None>,"LG Electronics",
"2015-09-18 09:29:42.529590",e8:92:a4:8f:b1:f8,-75,<None>,"LG Electronics",
"2015-09-18 09:29:47.116583",e8:50:8b:4c:35:49,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:30:13.331905",e8:92:a4:8f:b1:f8,-81,<None>,"LG Electronics",
"2015-09-18 09:30:32.314144",88:e3:ab:8f:ae:94,-73,<None>,"Huawei Technologies Co., Ltd",
"2015-09-18 09:30:44.750775",18:f6:43:7b:ff:d4,-77,<None>,Apple,
"2015-09-18 09:30:45.089615",bc:52:b7:9a:19:1e,-69,<None>,Apple,
"2015-09-18 09:30:45.141286",bc:52:b7:9a:19:1e,-73,<None>,Apple,
"2015-09-18 09:30:47.828599",88:e3:ab:8f:ae:94,-75,<None>,"Huawei Technologies Co., Ltd",
"2015-09-18 09:30:53.757538",0c:48:85:f6:67:a9,-79,<None>,"LG Electronics",
"2015-09-18 09:30:53.845233",86:df:a4:f3:70:5a,-71,<None>,"Admin OUI",
"2015-09-18 09:31:33.484532",a8:a6:68:4d:70:f6,-75,<None>,"zte corporation",
"2015-09-18 09:31:33.546799",a8:a6:68:4d:70:f6,-75,<None>,"zte corporation",
"2015-09-18 09:32:00.830861",30:a8:db:8a:f4:56,-77,<None>,"Sony Mobile Communications AB",
"2015-09-18 09:32:20.388447",7e:34:7c:15:4a:3e,-73,<None>,"Admin OUI",
"2015-09-18 09:32:20.439797",7e:34:7c:15:4a:3e,-75,<None>,"Admin OUI",
"2015-09-18 09:32:21.062833",c4:d9:87:ba:b1:7f,-79,<None>,"Intel Corporate",
"2015-09-18 09:33:02.593310",90:e7:c4:da:14:1c,-71,<None>,Error,
"2015-09-18 09:33:02.845806",90:e7:c4:da:14:1c,-77,<None>,"HTC Corporation",
"2015-09-18 09:33:15.398694",f0:25:b7:3f:fa:32,-77,<None>,Error,
"2015-09-18 09:33:30.201385",32:43:ef:11:6d:58,-61,<None>,"Admin OUI",
"2015-09-18 09:33:30.251093",32:43:ef:11:6d:58,-61,<None>,"Admin OUI",
"2015-09-18 09:33:58.344518",c6:d0:b1:8e:7f:51,-73,<None>,"Admin OUI",
"2015-09-18 09:33:58.790395",14:1a:a3:bb:28:d9,-81,optimumwifi,"Motorola Mobility LLC",
"2015-09-18 09:33:58.840775",14:1a:a3:bb:28:d9,-81,TransitWirelessWiFi,"Motorola Mobility LLC",
"2015-09-18 09:33:58.892082",14:1a:a3:bb:28:d9,-75,"Free WiFi NYC","Motorola Mobility LLC",
"2015-09-18 09:34:03.039284",3a:4c:59:b9:8e:cc,-69,<None>,"Admin OUI",
"2015-09-18 09:34:03.091469",3a:4c:59:b9:8e:cc,-69,<None>,"Admin OUI",
"2015-09-18 09:34:11.612752",32:43:ef:11:6d:58,-63,<None>,"Admin OUI",
"2015-09-18 09:34:11.665734",32:43:ef:11:6d:58,-63,<None>,"Admin OUI",
"2015-09-18 09:34:13.744335",20:c9:d0:be:98:87,-79,<None>,Apple,
"2015-09-18 09:34:16.745878",70:3e:ac:0e:c8:92,-77,<None>,Apple,
"2015-09-18 09:34:41.053685",70:3e:ac:0e:c8:92,-73,<None>,Apple,
"2015-09-18 09:34:41.106900",70:3e:ac:0e:c8:92,-77,<None>,Apple,
"2015-09-18 09:34:44.387623",14:1a:a3:bb:28:d9,-77,"Free WiFi NYC","Motorola Mobility LLC",
"2015-09-18 09:34:44.699654",c6:d0:b1:8e:7f:51,-81,<None>,"Admin OUI",
"2015-09-18 09:34:48.042294",3a:4c:59:b9:8e:cc,-71,<None>,"Admin OUI",
"2015-09-18 09:34:48.092614",3a:4c:59:b9:8e:cc,-71,<None>,"Admin OUI",
"2015-09-18 09:34:51.879536",6c:ad:f8:1e:59:7b,-79,<None>,"Azurewave Technologies, Inc.",
"2015-09-18 09:34:54.760867",32:43:ef:11:6d:58,-61,<None>,"Admin OUI",
"2015-09-18 09:34:54.820509",32:43:ef:11:6d:58,-59,<None>,"Admin OUI",
"2015-09-18 09:35:23.959688",a8:a6:68:36:b5:ff,-75,<None>,"zte corporation",
"2015-09-18 09:35:33.044398",3a:4c:59:b9:8e:cc,-71,<None>,"Admin OUI",
"2015-09-18 09:35:33.099776",3a:4c:59:b9:8e:cc,-71,<None>,"Admin OUI",
"2015-09-18 09:35:40.882296",d8:bb:2c:e8:52:49,-75,<None>,Error,
"2015-09-18 09:36:01.014135",96:0b:90:0b:12:cb,-75,<None>,"Admin OUI",
"2015-09-18 09:36:06.440923",fa:5e:6f:89:53:c8,-67,<None>,"Admin OUI",
"2015-09-18 09:36:18.060140",3a:4c:59:b9:8e:cc,-73,<None>,"Admin OUI",
"2015-09-18 09:36:18.123705",3a:4c:59:b9:8e:cc,-73,<None>,"Admin OUI",
"2015-09-18 09:36:23.225988",90:00:db:47:ad:d7,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:36:24.261580",98:e0:d9:60:5b:a5,-79,<None>,Apple,
"2015-09-18 09:36:36.808675",a0:39:f7:60:aa:b5,-73,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:36:36.864108",a0:39:f7:60:aa:b5,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:36:41.594007",a0:39:f7:60:aa:b5,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:36:43.555568",d8:bb:2c:e8:52:49,-75,<None>,Apple,
"2015-09-18 09:36:46.014880",96:0b:90:0b:12:cb,-77,<None>,"Admin OUI",
"2015-09-18 09:37:03.066581",3a:4c:59:b9:8e:cc,-73,<None>,"Admin OUI",
"2015-09-18 09:37:16.005484",fc:c2:de:29:b6:03,-79,TWCWiFi-Passpoint,Error,
"2015-09-18 09:37:26.564215",40:0e:85:7d:c1:2c,-79,philomina,"Samsung Electro Mechanics co.,LTD.",
"2015-09-18 09:37:48.050295",3a:4c:59:b9:8e:cc,-73,<None>,"Admin OUI",
"2015-09-18 09:37:48.104571",3a:4c:59:b9:8e:cc,-73,<None>,"Admin OUI",
"2015-09-18 09:37:55.531235",20:c9:d0:be:98:87,-77,<None>,Apple,
"2015-09-18 09:38:14.110477",24:db:ed:92:d4:37,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:38:34.770140",fc:c2:de:83:ab:71,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:38:37.162047",9c:a9:e4:49:74:fd,-77,CableWiFi,"zte corporation",
"2015-09-18 09:38:42.307017",fc:c2:de:83:ab:71,-71,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:38:42.368360",fc:c2:de:83:ab:71,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:38:43.283652",9c:a9:e4:49:74:fd,-79,<None>,"zte corporation",
"2015-09-18 09:38:47.541165",fc:c2:de:83:ab:71,-73,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:39:00.026816",20:c9:d0:be:98:87,-77,<None>,Apple,
"2015-09-18 09:39:05.935169",1c:99:4c:67:ab:48,-75,<None>,"Murata Manufactuaring Co.,Ltd.",
"2015-09-18 09:39:08.921920",90:b6:86:89:75:a1,-81,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:39:19.867388",76:1e:4e:35:53:83,-73,<None>,"Admin OUI",
"2015-09-18 09:39:20.557876",6a:71:62:38:e2:96,-79,<None>,"Admin OUI",
"2015-09-18 09:39:25.108833",c2:67:e8:31:0b:30,-73,<None>,"Admin OUI",
"2015-09-18 09:39:25.739092",f0:db:e2:f2:d8:3a,-71,<None>,Apple,
"2015-09-18 09:39:28.121379",6c:f0:49:48:8e:9a,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:39:34.785234",d8:bb:2c:55:a2:f8,-73,TransCare,Apple,
"2015-09-18 09:39:36.590360",d8:bb:2c:55:a2:f8,-77,<None>,Apple,
"2015-09-18 09:39:36.644001",fa:f4:a7:12:ec:b8,-77,<None>,"Admin OUI",
"2015-09-18 09:39:38.638015",14:30:c6:c4:fc:fd,-77,<None>,"Motorola Mobility LLC",
"2015-09-18 09:39:42.514112",d8:bb:2c:55:a2:f8,-75,TransCare,Apple,
"2015-09-18 09:39:42.566102",d8:bb:2c:55:a2:f8,-75,TransCare,Apple,
"2015-09-18 09:39:48.370198",d8:bb:2c:55:a2:f8,-65,TransCare,Apple,
"2015-09-18 09:39:48.426041",d8:bb:2c:55:a2:f8,-71,<None>,Apple,
"2015-09-18 09:39:48.477635",d8:bb:2c:55:a2:f8,-73,<None>,Apple,
"2015-09-18 09:39:51.520519",4c:7c:5f:a0:d5:59,-81,<None>,Apple,
"2015-09-18 09:39:52.554911",d8:bb:2c:55:a2:f8,-77,TransCare,Apple,
"2015-09-18 09:39:52.604864",14:30:c6:c4:fc:fd,-75,<None>,"Motorola Mobility LLC",
"2015-09-18 09:39:53.573924",d8:bb:2c:55:a2:f8,-73,TransCare,Apple,
"2015-09-18 09:40:00.991449",e4:90:7e:c8:8c:bf,-79,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-18 09:40:04.866223",76:1e:4e:35:53:83,-71,<None>,"Admin OUI",
"2015-09-18 09:40:08.166647",fc:c2:de:83:ab:71,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-18 09:40:11.105926",5c:51:88:23:1b:8b,-77,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-18 09:40:16.334755",6c:f0:49:48:8e:9a,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:40:21.170721",2c:54:cf:c1:83:28,-77,<None>,"LG Electronics",
"2015-09-18 09:40:33.905351",aa:69:76:52:2a:ab,-77,BestBuy,"Admin OUI",
"2015-09-18 09:40:33.956720",aa:69:76:52:2a:ab,-77,BestBuy,"Admin OUI",
"2015-09-18 09:41:37.128356",c8:85:50:96:bd:b7,-73,<None>,Apple,
"2015-09-18 09:41:53.454608",10:41:7f:82:f5:8d,-75,<None>,"Apple Inc",
"2015-09-18 09:41:59.447843",48:59:29:ba:17:d6,-73,<None>,"LG Electronics",
"2015-09-18 09:42:12.337023",d0:22:be:ea:7a:40,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-18 09:42:37.478441",86:b4:53:75:a8:28,-69,<None>,"Admin OUI",
"2015-09-18 09:42:37.513038",86:b4:53:75:a8:28,-71,<None>,"Admin OUI",
"2015-09-18 09:43:07.546361",f8:95:c7:a7:88:f7,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:43:07.582912",f8:95:c7:a7:88:f7,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:43:12.647758",f8:95:c7:a7:88:f7,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:43:12.678816",f8:95:c7:a7:88:f7,-69,<None>,"LG Electronics (Mobile Communications)",
"2015-09-18 09:43:26.202643",38:aa:3c:f5:06:f3,-79,belkin54g,"SAMSUNG ELECTRO-MECHANICS",
"2015-09-18 09:43:31.839668",f8:27:93:3e:d0:81,-77,<None>,"Apple, Inc",
"2015-09-18 09:43:38.995330",4c:cb:f5:d8:b2:31,-75,"tjknjhghvcvv v f2f s","zte corporation",
"2015-09-18 09:43:39.413526",4c:cb:f5:d8:b2:31,-77,"UCS Public Internet","zte corporation",
"2015-09-18 09:43:39.445836",4c:cb:f5:d8:b2:31,-75,"UCS Public Internet","zte corporation",
"2015-09-18 09:44:31.278621",02:c9:92:d2:40:c0,-77,<None>,"Admin OUI",
"2015-09-18 09:44:52.480375",86:b4:53:75:a8:28,-73,<None>,"Admin OUI",
"2015-09-18 09:44:54.081593",f0:25:b7:40:d5:d6,-77,"CUSTOMER WIFI","Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.114852",f0:25:b7:40:d5:d6,-73,KenDoll-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.145568",f0:25:b7:40:d5:d6,-77,EmeraldCedar-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.183183",f0:25:b7:40:d5:d6,-75,"Rosemary'sBailey-guest","Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.218333",f0:25:b7:40:d5:d6,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.271867",f0:25:b7:40:d5:d6,-75,KFCWifi,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.319701",f0:25:b7:40:d5:d6,-79,"Google Starbucks","Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.371262",f0:25:b7:40:d5:d6,-79,KenDoll-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:44:54.423154",f0:25:b7:40:d5:d6,-77,"Rosemary'sBailey-guest","Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:45:24.945348",90:68:c3:a3:46:64,-75,<None>,"Motorola Mobility LLC",
"2015-09-18 09:45:51.687843",3c:cb:7c:68:88:94,-75,<None>,"TCT mobile ltd",
"2015-09-18 09:46:15.254689",bc:6e:64:6b:fb:43,-81,<None>,"Sony Mobile Communications AB",
"2015-09-18 09:46:47.727096",da:31:66:6e:77:2f,-71,<None>,"Admin OUI",
"2015-09-18 09:46:47.777370",da:31:66:6e:77:2f,-77,<None>,"Admin OUI",
"2015-09-18 09:46:51.936719",6c:f0:49:48:8e:9a,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:47:00.320965",00:09:ef:15:d5:ba,-75,wifi_1,"Vocera Communications",
"2015-09-18 09:47:30.852370",f0:99:bf:45:de:7e,-77,<None>,Apple,
"2015-09-18 09:47:43.657039",fe:67:e2:ef:df:40,-79,<None>,"Admin OUI",
"2015-09-18 09:47:46.428674",bc:44:86:c3:dc:aa,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-18 09:47:58.336688",da:31:66:6e:77:2f,-67,<None>,"Admin OUI",
"2015-09-18 09:48:38.330889",7c:fa:df:43:af:91,-79,<None>,Apple,
"2015-09-18 09:48:41.799426",7c:fa:df:43:af:91,-77,<None>,Apple,
"2015-09-18 09:48:43.674725",7c:fa:df:43:af:91,-73,<None>,Apple,
"2015-09-18 09:49:03.039550",dc:37:14:ec:a5:b9,-77,<None>,"Apple, Inc.",
"2015-09-18 09:49:34.322239",dc:37:14:ec:a5:b9,-73,<None>,"Apple, Inc.",
"2015-09-18 09:49:36.780623",58:7f:57:37:3f:77,-75,Pichu,Unknown,
"2015-09-18 09:49:36.842096",58:7f:57:37:3f:77,-77,Pichu,Unknown,
"2015-09-18 09:50:03.049953",b0:45:19:8b:cb:95,-73,<None>,"TCT mobile ltd",
"2015-09-18 09:50:36.169143",9c:f3:87:4e:79:e4,-75,<None>,Apple,
"2015-09-18 09:50:37.943906",58:7f:57:37:3f:77,-77,<None>,Unknown,
"2015-09-18 09:50:41.540333",bc:6e:64:6b:fb:43,-79,<None>,"Sony Mobile Communications AB",
"2015-09-18 09:50:44.345552",b0:45:19:8b:cb:95,-77,<None>,"TCT mobile ltd",
"2015-09-18 09:50:44.380536",b0:45:19:8b:cb:95,-75,<None>,"TCT mobile ltd",
"2015-09-18 09:51:14.675974",a2:0d:7b:63:b8:89,-57,<None>,"Admin OUI",
"2015-09-18 09:51:16.469373",68:84:70:06:fc:10,-75,<None>,"eSSys Co.,Ltd",
"2015-09-18 09:51:24.040651",48:43:7c:bc:b4:96,-77,<None>,Apple,
"2015-09-18 09:51:25.350383",c4:21:c8:5f:a8:80,-77,"Motel 6 #3","KYOCERA Corporation",
"2015-09-18 09:51:25.894521",00:1d:7d:4b:62:04,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:51:25.949095",00:1d:7d:4b:62:04,-77,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:51:25.997810",00:1d:7d:4b:62:04,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:51:26.045285",c4:21:c8:5f:a8:80,-77,"Motel 6 #1","KYOCERA Corporation",
"2015-09-18 09:51:39.711605",cc:29:f5:d6:25:2a,-77,<None>,Apple,
"2015-09-18 09:51:48.906751",68:84:70:06:fc:10,-75,<None>,"eSSys Co.,Ltd",
"2015-09-18 09:51:59.678771",a2:0d:7b:63:b8:89,-61,<None>,"Admin OUI",
"2015-09-18 09:51:59.725254",a2:0d:7b:63:b8:89,-61,<None>,"Admin OUI",
"2015-09-18 09:52:09.076524",f0:db:f8:eb:70:a0,-79,<None>,Apple,
"2015-09-18 09:52:14.140726",60:f8:1d:a7:ed:4c,-57,nyu,Apple,
"2015-09-18 09:52:24.013850",64:89:9a:1b:3e:a2,-73,<None>,"LG Electronics",
"2015-09-18 09:52:28.149451",4e:74:fe:73:99:61,-79,<None>,"Admin OUI",
"2015-09-18 09:52:31.608794",1e:93:57:0f:d4:75,-73,<None>,"Admin OUI",
"2015-09-18 09:52:46.415239",dc:37:14:48:14:80,-77,ImpreMedia,"Apple, Inc.",
"2015-09-18 09:52:54.021894",56:ee:83:f0:dd:3c,-73,<None>,"Admin OUI",
"2015-09-18 09:53:15.343492",60:51:2c:e6:9d:b7,-73,<None>,"TCT mobile limited",
"2015-09-18 09:53:23.379238",8a:72:75:af:18:a3,-71,<None>,"Admin OUI",
"2015-09-18 09:53:23.532709",8a:72:75:af:18:a3,-73,<None>,"Admin OUI",
"2015-09-18 09:53:27.716152",a2:0d:7b:63:b8:89,-59,<None>,"Admin OUI",
"2015-09-18 09:53:27.865160",1e:93:57:0f:d4:75,-79,<None>,"Admin OUI",
"2015-09-18 09:53:34.216924",90:3c:92:6a:0e:3e,-79,<None>,Apple,
"2015-09-18 09:54:00.736620",c4:21:c8:5f:a8:80,-79,"Motel 6 #3","KYOCERA Corporation",
"2015-09-18 09:54:09.842300",a2:0d:7b:63:b8:89,-59,<None>,"Admin OUI",
"2015-09-18 09:54:43.015433",c4:21:c8:5f:a8:80,-81,"Motel 6 #3","KYOCERA Corporation",
"2015-09-18 09:54:45.307732",c4:9a:02:96:2f:17,-77,<None>,Error,
"2015-09-18 09:54:45.576616",c4:9a:02:96:2f:17,-73,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-18 09:54:45.654910",c4:9a:02:96:2f:17,-75,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-18 09:54:52.989277",a2:0d:7b:63:b8:89,-57,<None>,"Admin OUI",
"2015-09-18 09:54:53.038095",a2:0d:7b:63:b8:89,-55,<None>,"Admin OUI",
"2015-09-18 09:55:06.751674",00:26:b4:41:a4:67,-77,<None>,Error,
"2015-09-18 09:55:06.965340",00:26:b4:41:a4:67,-77,<None>,"Ford Motor Company",
"2015-09-18 09:55:34.676364",00:1d:7d:4b:62:04,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:55:35.974700",d8:bb:2c:0b:4a:83,-73,<None>,Apple,
"2015-09-18 09:55:36.029444",d8:bb:2c:0b:4a:83,-75,<None>,Apple,
"2015-09-18 09:55:37.992113",a2:0d:7b:63:b8:89,-63,<None>,"Admin OUI",
"2015-09-18 09:55:38.048459",a2:0d:7b:63:b8:89,-63,<None>,"Admin OUI",
"2015-09-18 09:55:38.401434",8a:72:75:af:18:a3,-69,<None>,"Admin OUI",
"2015-09-18 09:55:40.080640",d8:bb:2c:0b:4a:83,-69,<None>,Apple,
"2015-09-18 09:55:44.131376",7a:68:be:05:80:4d,-75,<None>,"Admin OUI",
"2015-09-18 09:55:47.929693",d8:bb:2c:0b:4a:83,-77,<None>,Apple,
"2015-09-18 09:55:50.278953",e8:50:8b:c0:94:9c,-79,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-18 09:55:55.716157",6c:f0:49:48:8e:9a,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:56:11.409611",00:1d:7d:4b:62:04,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:56:11.895617",8a:43:75:57:d0:1f,-79,<None>,"Admin OUI",
"2015-09-18 09:56:17.058878",80:22:75:0f:79:47,-75,<None>,"Beijing Beny Wave Technology Co Ltd",
"2015-09-18 09:56:24.737627",00:1a:4d:3f:b2:a4,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-18 09:56:29.229126",ce:14:0d:96:41:49,-73,<None>,"Admin OUI",
"2015-09-18 09:57:15.946164",78:9f:70:2a:7a:eb,-75,<None>,Error,
"2015-09-18 09:57:39.837861",96:df:0e:67:26:6c,-71,<None>,"Admin OUI",
"2015-09-18 09:57:39.887497",96:df:0e:67:26:6c,-69,<None>,"Admin OUI",
"2015-09-18 09:57:51.099712",a8:5b:78:44:d3:f4,-77,<None>,Apple,
"2015-09-18 09:57:59.208317",ce:14:0d:96:41:49,-75,<None>,"Admin OUI",
"2015-09-18 09:58:10.383436",a8:5b:78:44:d3:f4,-77,<None>,Apple,
"2015-09-18 09:58:10.481703",a8:5b:78:44:d3:f4,-75,<None>,Apple,
"2015-09-18 09:58:14.105855",a8:5b:78:44:d3:f4,-75,<None>,Apple,
