dtg,mac,rssi,ssid,oui,count
"2015-09-16 13:24:30.994058",e8:91:20:30:a0:1b,-79,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-16 13:24:36.758974",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:24:46.060340",74:5c:9f:17:ef:9a,-75,<None>,"TCT mobile ltd.",
"2015-09-16 13:24:48.565838",60:6c:66:2d:31:0b,-77,<None>,"Intel Corporate",
"2015-09-16 13:24:49.840268",f8:a9:d0:0b:8e:ea,-77,WERSAVEDBYGRACE_5GHz-guest,"LG Electronics",
"2015-09-16 13:24:49.893597",f8:a9:d0:0b:8e:ea,-79,J42DM,"LG Electronics",
"2015-09-16 13:24:49.945527",f8:a9:d0:0b:8e:ea,-77,johnney-guest,"LG Electronics",
"2015-09-16 13:24:49.993954",f8:a9:d0:0b:8e:ea,-77,Brookdale-Guest,"LG Electronics",
"2015-09-16 13:24:50.327625",f8:a9:d0:0b:8e:ea,-75,"Target Guest Wi-Fi","LG Electronics",
"2015-09-16 13:24:50.390730",f8:a9:d0:0b:8e:ea,-77,johnney-guest,"LG Electronics",
"2015-09-16 13:24:53.371622",90:e7:c4:52:2a:f7,-75,<None>,"HTC Corporation",
"2015-09-16 13:24:57.808705",c2:0a:1e:cb:6f:f4,-61,<None>,"Admin OUI",
"2015-09-16 13:25:16.967062",40:0e:85:7f:07:aa,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:25:19.777009",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:25:39.815418",90:e7:c4:b8:c8:b8,-77,<None>,"HTC Corporation",
"2015-09-16 13:25:45.381704",40:0e:85:43:a4:0b,-75,tokyosushibuffet,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:25:53.402214",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:25:53.461155",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:25:58.001741",34:fc:ef:bf:69:c1,-77,<None>,"LG Electronics",
"2015-09-16 13:26:02.477898",e8:50:8b:e2:85:79,-77,<None>,Error,
"2015-09-16 13:26:13.316123",20:c9:d0:be:98:87,-77,<None>,Apple,
"2015-09-16 13:26:28.944730",f4:09:d8:55:ae:a1,-81,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:26:32.875845",d8:bb:2c:7f:80:89,-79,AYJV,Apple,
"2015-09-16 13:26:33.920295",38:94:96:45:a0:8e,-73,<None>,Error,
"2015-09-16 13:26:46.138467",a2:3c:4d:9c:07:62,-79,<None>,"Admin OUI",
"2015-09-16 13:26:47.696347",f0:25:b7:fc:17:7f,-73,nyuguest,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:26:47.842488",f0:25:b7:fc:17:7f,-77,nyuguest,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:27:12.802916",c2:0a:1e:cb:6f:f4,-61,<None>,"Admin OUI",
"2015-09-16 13:27:37.321782",7e:c9:f2:69:d2:33,-75,<None>,"Admin OUI",
"2015-09-16 13:27:44.901516",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:27:46.311480",60:a4:4c:9c:55:c5,-65,<None>,Error,
"2015-09-16 13:27:47.466451",60:a4:4c:9c:55:c5,-63,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:27:52.375435",0e:42:9b:7c:59:8f,-77,<None>,"Admin OUI",
"2015-09-16 13:27:56.062033",60:a4:4c:9c:55:c5,-57,NYU-ROAM3,"ASUSTek COMPUTER INC.",
"2015-09-16 13:27:56.115294",60:a4:4c:9c:55:c5,-51,NYU-ROAM3,"ASUSTek COMPUTER INC.",
"2015-09-16 13:27:58.557849",f6:4c:c9:a9:00:a5,-77,<None>,"Admin OUI",
"2015-09-16 13:28:00.933594",e8:cd:2d:72:50:a5,-77,<None>,Error,
"2015-09-16 13:28:03.261823",60:6c:66:2d:31:0b,-77,nyu,"Intel Corporate",
"2015-09-16 13:28:03.310358",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:28:33.512340",60:a4:4c:9c:55:c5,-47,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:28:33.559372",60:a4:4c:9c:55:c5,-45,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:28:43.449969",64:5a:04:b1:e0:a2,-77,nyu,"Chicony Electronics Co., Ltd.",
"2015-09-16 13:28:46.971916",18:f6:43:dc:1f:b2,-79,<None>,Error,
"2015-09-16 13:28:59.722283",60:d9:c7:20:cc:cf,-75,nyu,Apple,
"2015-09-16 13:29:03.891496",18:f6:43:99:b7:e2,-75,BestBuy,Apple,
"2015-09-16 13:29:08.248913",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:29:10.171190",90:3c:92:a0:39:29,-81,<None>,Apple,
"2015-09-16 13:29:13.921743",a0:39:f7:15:f1:4c,-77,<None>,Error,
"2015-09-16 13:29:14.876624",a2:3c:4d:9c:07:62,-69,<None>,"Admin OUI",
"2015-09-16 13:29:15.875888",90:e7:c4:b8:c8:b8,-77,<None>,"HTC Corporation",
"2015-09-16 13:29:16.611836",60:a4:4c:9c:55:c5,-37,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:29:21.255482",90:e7:c4:da:14:1c,-73,<None>,"HTC Corporation",
"2015-09-16 13:29:24.349662",90:e7:c4:da:14:1c,-73,"Trans-Bridge - 453","HTC Corporation",
"2015-09-16 13:29:24.455188",90:e7:c4:da:14:1c,-75,<None>,"HTC Corporation",
"2015-09-16 13:29:27.706055",90:e7:c4:da:14:1c,-73,St_Lukes_Guest_Internet_Access,"HTC Corporation",
"2015-09-16 13:29:27.754403",90:e7:c4:da:14:1c,-73,"Trans-Bridge - 453","HTC Corporation",
"2015-09-16 13:29:27.807643",90:e7:c4:da:14:1c,-77,NSLIJHS-WIFI,"HTC Corporation",
"2015-09-16 13:29:27.863617",90:e7:c4:da:14:1c,-75,"Google Starbucks","HTC Corporation",
"2015-09-16 13:29:29.638677",3c:a1:0d:b7:95:e6,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 13:29:37.799346",90:e7:c4:da:14:1c,-77,"Trans-Bridge - 379","HTC Corporation",
"2015-09-16 13:29:39.430419",64:89:9a:90:cb:5b,-81,<None>,Error,
"2015-09-16 13:29:39.761129",64:89:9a:90:cb:5b,-77,<None>,"LG Electronics",
"2015-09-16 13:29:39.815471",64:89:9a:90:cb:5b,-77,<None>,"LG Electronics",
"2015-09-16 13:29:51.150034",90:e7:c4:da:14:1c,-79,St_Lukes_Guest_Internet_Access,"HTC Corporation",
"2015-09-16 13:29:51.199896",90:e7:c4:da:14:1c,-79,ninjaextend,"HTC Corporation",
"2015-09-16 13:29:51.255283",90:e7:c4:da:14:1c,-73,"Trans-Bridge - 453","HTC Corporation",
"2015-09-16 13:29:51.308143",90:e7:c4:da:14:1c,-75,britney2004,"HTC Corporation",
"2015-09-16 13:29:51.360430",90:e7:c4:da:14:1c,-77,"Trans-Bridge - 379","HTC Corporation",
"2015-09-16 13:29:51.411664",90:e7:c4:da:14:1c,-73,<None>,"HTC Corporation",
"2015-09-16 13:29:51.480631",90:e7:c4:da:14:1c,-79,<None>,"HTC Corporation",
"2015-09-16 13:29:54.531344",90:e7:c4:da:14:1c,-77,<None>,"HTC Corporation",
"2015-09-16 13:29:59.878423",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:29:59.931937",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:30:06.815623",0c:48:85:c3:8b:aa,-75,<None>,"LG Electronics",
"2015-09-16 13:30:07.921676",0c:48:85:c3:8b:aa,-75,<None>,"LG Electronics",
"2015-09-16 13:30:11.710300",60:a4:4c:9c:55:c5,-41,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:30:11.761834",60:a4:4c:9c:55:c5,-41,<None>,"ASUSTek COMPUTER INC.",
"2015-09-16 13:30:13.112645",c4:21:c8:66:10:02,-79,attwifi,"KYOCERA Corporation",
"2015-09-16 13:30:13.778154",c4:9a:02:2d:88:f4,-81,ASA-College,"LG Electronics (Mobile Communicaitons)",
"2015-09-16 13:30:36.678396",58:7f:57:37:3f:77,-75,<None>,Unknown,
"2015-09-16 13:30:45.992400",56:2f:ea:e7:4e:e2,-79,<None>,"Admin OUI",
"2015-09-16 13:30:54.755953",ee:ed:05:17:0b:53,-75,<None>,"Admin OUI",
"2015-09-16 13:31:01.612621",10:a5:d0:61:b9:77,-79,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 13:31:01.660305",10:a5:d0:61:b9:77,-81,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 13:31:08.906027",10:a5:d0:de:0d:7e,-75,eBOS,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 13:31:08.976242",10:a5:d0:de:0d:7e,-75,eBOS,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 13:31:19.452299",34:4d:f7:28:76:60,-79,@SmartFi-Open,"LG Electronics",
"2015-09-16 13:31:19.842990",34:4d:f7:28:76:60,-79,@SmartFi-Open,"LG Electronics",
"2015-09-16 13:31:20.081891",40:0e:85:1b:0c:c5,-77,tg1672gfa87d2,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:31:20.131352",40:0e:85:1b:0c:c5,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:31:20.185647",40:0e:85:1b:0c:c5,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:31:20.498475",36:d0:ca:e4:56:87,-63,<None>,"Admin OUI",
"2015-09-16 13:31:35.229778",d4:f4:6f:28:85:83,-77,<None>,Apple,
"2015-09-16 13:31:35.848930",f0:25:b7:05:46:07,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:31:59.429809",f4:09:d8:9a:d5:4e,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:32:10.092252",48:43:7c:76:22:63,-73,<None>,Apple,
"2015-09-16 13:32:18.414412",ec:1d:7f:a3:4d:61,-77,<None>,"zte corporation",
"2015-09-16 13:32:20.507782",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:32:33.408401",ec:1d:7f:a3:4d:61,-77,<None>,"zte corporation",
"2015-09-16 13:32:41.364992",0a:40:ac:10:01:58,-79,<None>,"Admin OUI",
"2015-09-16 13:32:44.582377",18:f6:43:a4:49:47,-75,<None>,Apple,
"2015-09-16 13:32:44.632270",18:f6:43:a4:49:47,-75,<None>,Apple,
"2015-09-16 13:33:00.055075",34:23:ba:41:c3:59,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:33:18.767594",90:21:81:01:e4:9e,-79,<None>,"Shanghai Huaqin Telecom Technology Co.,Ltd",
"2015-09-16 13:33:25.297197",fc:c2:de:1c:af:03,-73,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-16 13:33:26.410476",0a:40:ac:10:01:58,-77,<None>,"Admin OUI",
"2015-09-16 13:33:35.178779",2c:54:cf:cb:d3:db,-77,<None>,"LG Electronics",
"2015-09-16 13:33:35.242138",2c:54:cf:cb:d3:db,-75,<None>,"LG Electronics",
"2015-09-16 13:33:35.295844",36:d0:ca:e4:56:87,-57,<None>,"Admin OUI",
"2015-09-16 13:33:45.601971",cc:29:f5:e1:47:24,-75,<None>,Apple,
"2015-09-16 13:33:50.922454",a2:3c:4d:9c:07:62,-75,<None>,"Admin OUI",
"2015-09-16 13:33:51.006578",a2:3c:4d:9c:07:62,-71,<None>,"Admin OUI",
"2015-09-16 13:34:01.930394",48:e9:f1:b7:0d:1a,-73,<None>,Apple,
"2015-09-16 13:34:05.050556",a8:86:dd:55:bc:83,-79,<None>,"Apple, Inc.",
"2015-09-16 13:34:05.577967",48:e9:f1:b7:0d:1a,-67,<None>,Apple,
"2015-09-16 13:34:13.472582",48:e9:f1:b7:0d:1a,-73,<None>,Apple,
"2015-09-16 13:34:19.175312",e6:ef:2e:22:26:c7,-69,<None>,"Admin OUI",
"2015-09-16 13:34:20.738827",a8:86:dd:55:bc:83,-79,<None>,"Apple, Inc.",
"2015-09-16 13:34:28.014501",36:87:eb:1b:54:42,-75,<None>,"Admin OUI",
"2015-09-16 13:34:29.136435",da:c7:07:e1:77:fa,-69,<None>,"Admin OUI",
"2015-09-16 13:34:40.598254",9c:02:98:9b:a5:89,-79,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 13:34:44.242069",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:34:53.568430",00:1a:4d:3e:2b:7f,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 13:34:59.191332",4e:84:ba:3a:0f:63,-71,<None>,"Admin OUI",
"2015-09-16 13:34:59.241730",4e:84:ba:3a:0f:63,-73,<None>,"Admin OUI",
"2015-09-16 13:35:20.556521",00:1a:4d:3e:2b:7f,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 13:35:29.244077",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:35:29.300834",a2:3c:4d:9c:07:62,-73,<None>,"Admin OUI",
"2015-09-16 13:35:33.467452",00:1a:4d:3e:2b:7f,-77,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 13:36:23.554132",e8:91:20:b1:f5:72,-79,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-16 13:36:26.792811",00:1a:4d:3e:2b:7f,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 13:36:38.324441",e8:91:20:b1:f5:72,-79,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-16 13:36:38.376585",e8:91:20:b1:f5:72,-79,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-16 13:36:39.935615",bc:6e:64:6b:fb:43,-75,<None>,"Sony Mobile Communications AB",
"2015-09-16 13:36:44.126490",da:c7:07:e1:77:fa,-69,<None>,"Admin OUI",
"2015-09-16 13:36:46.737648",b2:3d:3c:d2:53:3e,-57,<None>,"Admin OUI",
"2015-09-16 13:36:47.973666",2a:17:02:21:9e:7d,-77,<None>,"Admin OUI",
"2015-09-16 13:36:53.781980",ec:1d:7f:a3:4d:61,-75,<None>,"zte corporation",
"2015-09-16 13:37:14.152755",4e:84:ba:3a:0f:63,-73,<None>,"Admin OUI",
"2015-09-16 13:37:15.001880",f0:db:e2:88:20:74,-77,_Badoo_Free_WiFi,Apple,
"2015-09-16 13:37:15.051866",f0:db:e2:88:20:74,-77,_Badoo_Free_WiFi,Apple,
"2015-09-16 13:37:15.942174",0c:48:85:a2:de:77,-77,<None>,"LG Electronics",
"2015-09-16 13:37:19.118439",0c:48:85:a2:de:77,-75,<None>,"LG Electronics",
"2015-09-16 13:37:32.970346",2a:17:02:21:9e:7d,-79,<None>,"Admin OUI",
"2015-09-16 13:37:48.088373",b0:45:19:c2:ae:17,-77,<None>,"TCT mobile ltd",
"2015-09-16 13:37:49.537022",a0:39:f7:81:af:7f,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 13:37:49.589008",a0:39:f7:81:af:7f,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 13:37:51.110281",c0:9f:42:26:92:98,-77,<None>,Apple,
"2015-09-16 13:37:51.163432",c0:9f:42:26:92:98,-79,<None>,Apple,
"2015-09-16 13:37:58.740482",4e:84:ba:3a:0f:63,-71,<None>,"Admin OUI",
"2015-09-16 13:38:06.457183",cc:c3:ea:5d:0f:70,-75,<None>,"Motorola Mobility LLC",
"2015-09-16 13:38:06.512133",cc:c3:ea:5d:0f:70,-75,<None>,"Motorola Mobility LLC",
"2015-09-16 13:38:06.561543",cc:c3:ea:5d:0f:70,-79,<None>,"Motorola Mobility LLC",
"2015-09-16 13:38:16.122171",5e:aa:58:5d:6a:e2,-79,<None>,"Admin OUI",
"2015-09-16 13:38:20.577081",38:b1:db:b5:ee:89,-79,<None>,"Hon Hai Precision Ind. Co.,Ltd.",
"2015-09-16 13:38:20.631118",38:b1:db:b5:ee:89,-79,<None>,"Hon Hai Precision Ind. Co.,Ltd.",
"2015-09-16 13:38:20.974817",60:6c:66:2d:31:0b,-75,nyu,"Intel Corporate",
"2015-09-16 13:38:22.534449",24:77:03:6f:04:80,-79,<None>,"Intel Corporate",
"2015-09-16 13:38:22.587904",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 13:38:30.861647",bc:6e:64:6b:fb:43,-75,<None>,"Sony Mobile Communications AB",
"2015-09-16 13:38:30.918051",bc:6e:64:6b:fb:43,-77,<None>,"Sony Mobile Communications AB",
"2015-09-16 13:38:39.361386",34:23:ba:5f:e5:ac,-77,7282b,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:38:43.120405",34:23:ba:5f:e5:ac,-77,7282b,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:38:43.170908",34:23:ba:5f:e5:ac,-75,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:38:55.104216",64:9a:be:67:8b:45,-73,nyu,Apple,
"2015-09-16 13:39:01.733824",b2:3d:3c:d2:53:3e,-57,<None>,"Admin OUI",
"2015-09-16 13:39:13.139554",34:23:ba:5f:e5:ac,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:39:21.414890",04:db:56:22:6e:61,-73,nyu,Error,
"2015-09-16 13:39:25.786633",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:39:29.309644",24:77:03:6f:04:80,-79,TransCare,"Intel Corporate",
"2015-09-16 13:39:31.091408",f8:95:c7:d5:23:42,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 13:39:34.570632",10:a5:d0:2c:69:a2,-79,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 13:39:40.114051",a8:bb:cf:0f:df:96,-75,Makerbot,Apple,
"2015-09-16 13:39:41.191483",60:f8:1d:a7:ed:4c,-61,<None>,Apple,
"2015-09-16 13:39:41.401208",a4:4e:31:a0:20:58,-77,<None>,Error,
"2015-09-16 13:39:44.073649",60:f8:1d:a7:ed:4c,-57,<None>,Apple,
"2015-09-16 13:39:47.429722",60:f8:1d:a7:ed:4c,-61,<None>,Apple,
"2015-09-16 13:40:00.358896",22:3d:1f:0b:97:cd,-73,<None>,"Admin OUI",
"2015-09-16 13:40:08.517235",04:db:56:22:6e:61,-79,nyu,Error,
"2015-09-16 13:40:13.700229",4e:84:ba:3a:0f:63,-71,<None>,"Admin OUI",
"2015-09-16 13:40:13.775272",4e:84:ba:3a:0f:63,-71,<None>,"Admin OUI",
"2015-09-16 13:40:24.912193",90:b6:86:66:66:bf,-77,<None>,Error,
"2015-09-16 13:40:36.170918",bc:3b:af:20:7e:ee,-75,nyu,Apple,
"2015-09-16 13:40:50.732059",a0:99:9b:50:20:66,-75,<None>,Apple,
"2015-09-16 13:40:53.197793",42:f3:bd:f0:bb:14,-79,<None>,"Admin OUI",
"2015-09-16 13:41:13.114630",b6:1b:cd:87:3b:07,-73,<None>,"Admin OUI",
"2015-09-16 13:41:16.732343",b2:3d:3c:d2:53:3e,-59,<None>,"Admin OUI",
"2015-09-16 13:41:27.478117",48:5a:3f:71:fd:12,-79,@SmartFi-Open,WISOL,
"2015-09-16 13:41:35.824433",60:6c:66:2d:31:0b,-73,nyu,"Intel Corporate",
"2015-09-16 13:41:35.915285",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:41:51.417208",80:01:84:62:5f:af,-73,<None>,"HTC Corporation",
"2015-09-16 13:42:02.954461",2a:17:02:21:9e:7d,-79,<None>,"Admin OUI",
"2015-09-16 13:42:07.946136",64:5a:04:b1:e0:a2,-77,nyu,"Chicony Electronics Co., Ltd.",
"2015-09-16 13:42:28.662293",4e:84:ba:3a:0f:63,-75,<None>,"Admin OUI",
"2015-09-16 13:42:28.709399",4e:84:ba:3a:0f:63,-73,<None>,"Admin OUI",
"2015-09-16 13:42:32.181795",08:ee:8b:66:b8:a7,-77,<None>,Error,
"2015-09-16 13:42:37.300269",34:23:ba:5f:e5:ac,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:42:37.360531",34:23:ba:5f:e5:ac,-73,7282b,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:42:39.933095",f2:f4:9e:5a:20:26,-75,<None>,"Admin OUI",
"2015-09-16 13:42:46.881519",a8:66:7f:53:8f:93,-73,<None>,Error,
"2015-09-16 13:42:47.952573",2a:17:02:21:9e:7d,-69,<None>,"Admin OUI",
"2015-09-16 13:43:11.588463",f0:db:f8:eb:70:a0,-75,<None>,Apple,
"2015-09-16 13:43:19.181736",f8:95:c7:ed:fd:46,-79,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 13:43:23.830899",22:b8:3d:c5:f8:15,-77,<None>,"Admin OUI",
"2015-09-16 13:43:24.923532",f2:f4:9e:5a:20:26,-77,<None>,"Admin OUI",
"2015-09-16 13:43:30.260865",d0:5b:a8:12:04:3e,-77,<None>,"zte corporation",
"2015-09-16 13:43:35.463453",28:fb:d3:22:dc:4a,-75,<None>,"Ragentek Technology Group",
"2015-09-16 13:43:37.483744",f4:09:d8:ae:e0:6a,-77,CableWiFi,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:43:37.973105",28:fb:d3:22:dc:4a,-79,DowntownBrooklynWiFi_Fon,"Ragentek Technology Group",
"2015-09-16 13:43:38.776162",28:fb:d3:22:dc:4a,-79,<None>,"Ragentek Technology Group",
"2015-09-16 13:43:42.622410",c2:fa:c9:41:8a:c4,-75,<None>,"Admin OUI",
"2015-09-16 13:43:43.012419",da:41:13:65:2a:7a,-59,<None>,"Admin OUI",
"2015-09-16 13:43:46.077519",60:6c:66:2d:31:0b,-77,nyu,"Intel Corporate",
"2015-09-16 13:43:46.352723",f8:cf:c5:87:68:e4,-77,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-16 13:43:48.049616",34:23:ba:5f:e5:ac,-79,CableWiFi,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:43:55.175297",00:1a:4d:3e:2b:7f,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 13:43:59.751788",a6:d9:82:47:b0:a0,-77,<None>,"Admin OUI",
"2015-09-16 13:43:59.806187",a6:d9:82:47:b0:a0,-73,<None>,"Admin OUI",
"2015-09-16 13:44:04.557363",34:4d:f7:52:f1:5a,-77,WJBOE78M575,"LG Electronics",
"2015-09-16 13:44:19.161494",ae:db:ce:74:a3:36,-69,<None>,"Admin OUI",
"2015-09-16 13:44:23.008533",a0:99:9b:63:fd:1f,-77,<None>,Apple,
"2015-09-16 13:44:42.697955",e0:cb:1d:ec:20:58,-77,DOETWAC00M001vl20g,PRIVATE,
"2015-09-16 13:44:42.744843",e0:cb:1d:ec:20:58,-77,<None>,PRIVATE,
"2015-09-16 13:44:42.798453",e0:cb:1d:ec:20:58,-77,Johnsonwirez,PRIVATE,
"2015-09-16 13:44:47.768410",a6:d9:82:47:b0:a0,-71,<None>,"Admin OUI",
"2015-09-16 13:45:08.687659",34:23:ba:5f:e5:ac,-79,CableWiFi,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:19.775797",34:23:ba:5f:e5:ac,-73,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:19.828257",34:23:ba:5f:e5:ac,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:24.339534",c0:bd:d1:9c:e1:90,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:45:29.116313",4e:84:ba:3a:0f:63,-73,<None>,"Admin OUI",
"2015-09-16 13:45:29.178420",4e:84:ba:3a:0f:63,-75,<None>,"Admin OUI",
"2015-09-16 13:45:31.091819",c4:21:c8:43:96:cf,-77,metropcs,"KYOCERA Corporation",
"2015-09-16 13:45:31.160587",34:23:ba:5f:e5:ac,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:31.211397",34:23:ba:5f:e5:ac,-77,7282b,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:40.580333",24:77:03:6f:04:80,-75,<None>,"Intel Corporate",
"2015-09-16 13:45:56.265288",c0:bd:d1:c6:3e:77,-79,TWCWiFi,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 13:45:56.325665",60:6c:66:2d:31:0b,-75,<None>,"Intel Corporate",
"2015-09-16 13:45:56.376392",60:6c:66:2d:31:0b,-79,nyu,"Intel Corporate",
"2015-09-16 13:45:57.122008",34:23:ba:5f:e5:ac,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:45:58.011898",da:41:13:65:2a:7a,-55,<None>,"Admin OUI",
"2015-09-16 13:46:00.526042",2a:87:06:49:8d:73,-55,<None>,"Admin OUI",
"2015-09-16 13:46:16.508935",34:23:ba:5f:e5:ac,-77,7282b,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:46:17.243218",64:89:9a:94:5b:51,-79,<None>,"LG Electronics",
"2015-09-16 13:46:30.939892",34:23:ba:5f:e5:ac,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:46:30.994942",34:23:ba:5f:e5:ac,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:46:32.939200",2a:17:02:21:9e:7d,-75,<None>,"Admin OUI",
"2015-09-16 13:46:34.149931",ae:db:ce:74:a3:36,-69,<None>,"Admin OUI",
"2015-09-16 13:46:42.352470",34:23:ba:5f:e5:ac,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:46:42.623359",c2:fa:c9:41:8a:c4,-75,<None>,"Admin OUI",
"2015-09-16 13:46:42.782147",c4:21:c8:43:96:cf,-77,metropcs,"KYOCERA Corporation",
"2015-09-16 13:46:45.824492",34:23:ba:5f:e5:ac,-77,TWCWiFi,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 13:46:49.885337",90:68:c3:b3:3b:8f,-79,<None>,"Motorola Mobility LLC",
"2015-09-16 13:47:02.879829",ea:7a:11:2d:c8:14,-73,<None>,"Admin OUI",
"2015-09-16 13:47:42.510734",60:d9:c7:20:cc:cf,-75,nyu,Apple,
"2015-09-16 13:47:44.089477",4e:84:ba:3a:0f:63,-71,<None>,"Admin OUI",
"2015-09-16 13:47:49.996035",90:68:c3:b3:3b:8f,-79,<None>,"Motorola Mobility LLC",
"2015-09-16 13:48:01.632761",90:68:c3:b3:3b:8f,-79,<None>,"Motorola Mobility LLC",
"2015-09-16 13:48:02.257008",50:55:27:c1:53:9e,-79,<None>,"LG Electronics",
"2015-09-16 13:48:02.305576",50:55:27:c1:53:9e,-77,<None>,"LG Electronics",
"2015-09-16 13:48:02.857450",90:68:c3:b3:3b:8f,-73,<None>,"Motorola Mobility LLC",
"2015-09-16 13:48:06.420138",60:6c:66:2d:31:0b,-79,<None>,"Intel Corporate",
"2015-09-16 13:48:15.674593",ba:02:04:a7:08:17,-55,<None>,"Admin OUI",
"2015-09-16 13:48:31.033509",42:cc:06:be:3e:82,-79,<None>,"Admin OUI",
"2015-09-16 13:48:39.482692",80:22:75:0f:f5:68,-73,CableWiFi,"Beijing Beny Wave Technology Co Ltd",
